name,area,popall,popcity,companies,worker,industry_comp,big_comp
德庆县武垄镇,8747,16948,1653,25,152,25,1
德庆县播植镇,8001,17628,3916,15,542,15,
德庆县凤村镇,13676,28889,5614,23,198,23,1
德庆县悦城镇,20623,33111,6234,64,2180,61,12
德庆县九市镇,15461,28093,2706,30,1190,24,4
四会市龙甫镇,7986,17875,446,105,9726,74,45
四会市地豆镇,9090,27033,1388,45,3732,38,5
四会市威整镇,6402,16845,1123,33,450,13,2
四会市罗源镇,2622,7719,427,13,899,2,1
四会市迳口镇,9752,17645,923,22,2152,19,3
四会市大沙镇,8635,40334,3600,661,25320,136,19
四会市石狗镇,14247,23376,3495,18,205,16,1
四会市黄田镇,8745,12275,452,70,452,8,2
四会市江谷镇,13276,29243,2063,58,1036,10,8
四会市下茆镇,10695,29335,2100,66,3453,48,13
惠城区汝湖镇,15300,55442,4486,306,13542,141,15
惠城区三栋镇,6797,72191,8347,256,25634,132,16
惠城区潼湖镇,11261,42856,4580,15,893,10,10
惠城区沥林镇,4900,55836,22385,63,15117,54,54
惠城区马安镇,7600,41662,14933,287,9303,182,17
惠城区横沥镇,34283,54738,9272,92,1584,31,1
惠城区芦洲镇,20487,22378,1867,26,213,5,
惠城区潼侨镇,3098,33688,7720,46,8255,39,39
惠阳区沙田镇,7384,30679,13279,520,7889,36,36
惠阳区新圩镇,15352,79286,30135,128,45232,108,108
惠阳区镇隆镇,14946,47138,17208,461,23981,67,67
惠阳区永湖镇,11466,26515,6008,29,6599,19,19
惠阳区良井镇,7260,27884,25616,150,4200,9,9
惠阳区平潭镇,9680,35195,35195,372,4450,19,19
博罗县石坝镇,18091,44698,10006,9,291,2,1
博罗县麻陂镇,8896,25186,5211,37,2148,25,6
博罗县观音阁镇,14393,18641,3587,139,723,10,2
博罗县公庄镇,30976,50448,20072,353,2007,90,11
博罗县杨村镇,12494,45575,8048,106,5478,92,7
博罗县柏塘镇,25587,52061,9896,80,5256,69,15
博罗县泰美镇,17944,34652,11756,112,8596,94,25
博罗县罗阳镇,25162,205717,168928,2613,31145,415,81
博罗县湖镇镇,23724,58249,20100,357,25622,157,32
博罗县长宁镇,6140,41137,8520,253,3104,110,14
博罗县福田镇,9327,38680,6450,814,8673,338,27
博罗县龙华镇,5818,26730,2703,165,12483,86,13
博罗县龙溪街道办事处,11900,92972,58283,1516,45479,342,77
博罗县园洲镇,11294,152891,75676,1065,12783,797,71
博罗县石湾镇,8296,120952,23892,1891,51286,1637,102
博罗县杨侨镇,8961,32562,11750,76,2200,46,10
博罗县横河镇,23460,17975,2630,12,820,4,3
惠东县大岭镇,16023,136314,98653,1682,20862,568,93
惠东县白花镇,20389,74642,68642,645,25998,304,58
惠东县梁化镇,26310,51872,10720,221,3570,55,7
惠东县稔山镇,19155,64820,7461,654,8523,97,14
惠东县铁涌镇,11666,40987,9000,366,4757,57,10
惠东县平海镇,23858,70668,24660,914,7932,86,2
惠东县吉隆镇,12802,83923,83923,420,8643,191,79
惠东县黄埠镇,8424,81666,66739,716,39571,464,111
惠东县多祝镇,57530,59287,6725,410,10740,93,9
惠东县安墩镇,47910,25383,2441,372,1862,29,1
惠东县高潭镇,19621,7552,899,134,1499,20,
惠东县宝口镇,32925,4544,892,38,295,20,
惠东县白盆珠镇,39772,11307,1182,104,3867,60,
龙门县麻榨镇,24015,23495,7911,125,750,63,16
龙门县永汉镇,39269,48558,17518,105,9022,80,13
龙门县龙田镇,17426,24563,5261,144,869,27,8
龙门县龙潭镇,25740,24492,3890,135,702,58,8
龙门县地派镇,21739,16273,5216,55,716,34,14
龙门县龙华镇,37454,33129,3080,378,3290,45,10
龙门县龙江镇,17189,22773,1563,170,1269,45,10
龙门县蓝田瑶族乡,13079,8330,,44,1844,43,7
梅江区三角镇,3900,59217,8342,450,9998,90,19
梅江区长沙镇,9476,11367,2088,23,210,4,1
梅江区城北镇,11778,43218,,298,1490,110,3
梅江区西阳镇,27266,25164,4298,109,3936,73,15
梅县区城东镇,7928,18000,4100,550,2850,64,5
梅县区石扇镇,9104,16432,1320,75,825,18,3
梅县区梅西镇,9250,21280,945,22,510,8,2
梅县区大坪镇,7824,8973,1517,15,240,3,
梅县区石坑镇,8808,15787,1000,2,205,1,
梅县区水车镇,12300,10286,1536,61,389,9,1
梅县区梅南镇,14560,8130,8130,96,650,23,3
梅县区丙村镇,17070,40809,10528,203,2510,88,4
梅县区白渡镇,18761,18000,1380,120,2000,55,3
梅县区松源镇,14950,25564,2624,160,804,5,
梅县区隆文镇,11340,15780,1479,48,300,18,
梅县区桃尧镇,11800,10356,2622,16,148,15,
梅县区畲江镇,17670,40520,25000,252,6470,65,8
梅县区雁洋镇,18300,27138,6062,232,21415,47,11
梅县区松口镇,32840,57110,4761,30,450,4,1
梅县区南口镇,26212,46970,2740,154,1990,75,3
梅县区程江镇,5800,108048,86972,2906,78361,234,12
梅县区扶大镇,1855,11519,2250,217,6512,70,7
大埔县湖寮镇,19860,98566,73425,1052,4692,10,5
大埔县青溪镇,16060,10358,450,18,189,8,1
大埔县三河镇,15023,17546,1508,63,1236,36,4
大埔县银江镇,20982,13200,890,30,154,,
大埔县洲瑞镇,8930,11415,2789,43,216,22,1
大埔县光德镇,13107,19562,4952,36,3700,29,12
大埔县桃源镇,7702,11762,2494,23,1501,10,9
大埔县百侯镇,11024,16909,2690,30,111,11,
大埔县大东镇,9168,6924,100,14,112,,
大埔县大麻镇,23264,25533,4926,23,116,15,
大埔县枫朗镇,17523,30414,1764,40,639,25,2
大埔县茶阳镇,28881,34739,8090,208,1687,39,4
大埔县高陂镇,30891,50026,10739,142,4142,97,14
大埔县西河镇,19975,21660,3168,89,1037,33,
丰顺县北斗镇,9029,8856,1473,6,58,1,
丰顺县汤西镇,19696,36448,4020,118,3250,116,6
丰顺县汤南镇,4501,36243,2169,529,2916,163,3
丰顺县埔寨镇,9770,23024,11053,48,1182,30,4
丰顺县建桥镇,9410,19856,7126,4,20,,
丰顺县龙岗镇,11299,11833,1435,147,736,54,1
丰顺县潘田镇,14604,22115,2998,98,495,20,
丰顺县黄金镇,15590,24680,5780,304,1563,8,
丰顺县小胜镇,7569843950981811,,,,,,
丰顺县砂田镇,14625,12566,1521,35,283,28,
丰顺县八乡山镇,19362,12662,1895,15,75,1,1
丰顺县丰良镇,24960,41087,20125,23,380,3,1
丰顺县潭江镇,21771,16020,2387,5,1735,3,
丰顺县汤坑镇,22072,142788,60215,4666,50690,1055,37
丰顺县留隍镇,42823,58707,21579,248,1615,90,3
丰顺县大龙华镇,22668,13330,3627,105,685,63,
五华县转水镇,17567,73000,51003,80,889,10,1
五华县潭下镇,23006,30976,13525,79,503,11,
五华县郭田镇,13660,32149,32149,45,502,1,
五华县双华镇,14445,31339,31339,51,670,1,
五华县梅林镇,13585,44526,44526,96,2031,9,
五华县华阳镇,14890,45971,45971,66,2315,2,
五华县华城镇,22416,111677,111677,298,3085,42,2
五华县周江镇,20129,50353,50353,58,1160,5,
五华县水寨镇,8342,143278,97398,1713,37973,188,33
五华县河东镇,23894,105271,105271,268,3049,,
五华县岐岭镇,15486,56261,56261,75,1525,11,2
五华县长布镇,30401,48332,3952,64,571,9,
五华县横陂镇,24069,83651,83651,159,4770,1,
五华县安流镇,24706,113847,6845,213,1942,26,3
五华县棉洋镇,24291,101253,101253,117,2569,9,
五华县龙村镇,32895,73869,3746,135,889,16,
平远县石正镇,10100,31736,4138,65,4012,61,1
平远县八尺镇,10850,9181,1045,61,1415,25,2
平远县差干镇,9500,6241,966,117,2230,41,2
平远县河头镇,8442,6720,6720,54,394,8,1
平远县中行镇,6403,5629,1200,58,1116,30,1
平远县上举镇,9860,3446,179,44,359,14,
平远县泗水镇,13380,6733,2238,54,416,29,1
平远县长田镇,6822,8896,2031,52,1755,22,4
平远县热柘镇,10484,9242,860,57,756,23,1
平远县东石镇,16300,30191,2984,91,4831,64,6
平远县仁居镇,19020,18513,5203,144,2300,46,
平远县大柘镇,15440,87793,87793,189,1235,130,25
蕉岭县三圳镇,9600,14296,2723,46,276,6,
蕉岭县文福镇,12270,13791,6250,54,473,41,5
蕉岭县广福镇,10713,13319,1750,77,850,6,
蕉岭县新铺镇,18499,30340,790,112,1975,35,6
蕉岭县蓝坊镇,12880,11327,2150,333,1832,333,
蕉岭县南礤镇,17390,8656,8656,42,219,,
蕉岭县蕉城镇,5733,79580,51036,342,1712,27,
蕉岭县长潭镇,9159,18255,3320,74,1011,,
兴宁市永和镇,10906,32146,5676,34,3886,18,1
兴宁市新圩镇,10192,31534,2075,52,3820,32,3
兴宁市罗浮镇,27444,40908,11048,48,592,48,
兴宁市罗岗镇,15106,40507,2554,22,215,18,
兴宁市黄槐镇,9510,24081,1761,29,2067,10,
兴宁市龙田镇,4640,25992,3774,33,2265,33,2
兴宁市石马镇,10800,28406,2344,20,142,12,
兴宁市宁中镇,4364,27341,1475,39,682,14,
兴宁市径南镇,14414,23604,1285,18,250,10,
兴宁市坭陂镇,8960,61582,12220,91,7680,59,1
兴宁市水口镇,22340,77598,11323,41,343,19,3
兴宁市黄陂镇,12659,50312,19439,99,796,18,1
兴宁市合水镇,10062,21418,1345,103,862,16,4
兴宁市大坪镇,18699,44961,30714,13,3200,13,
兴宁市叶塘镇,13189,71888,12488,157,3231,47,12
兴宁市新陂镇,4308,28856,1758,42,785,23,5
兴宁市刁坊镇,6790,24552,1542,14,1810,14,1
汕尾市城区红草镇,6980,43423,6930,146,5600,96,11
汕尾市城区东涌镇,11774,42033,25304,65,8310,65,6
汕尾市城区捷胜镇,4948,26916,26916,231,2500,18,4
海丰县梅陇镇,15254,135081,102522,685,23491,381,10
海丰县小漠镇,3445,11717,3219,34,522,34,1
海丰县鮜门镇,3450,20439,7272,45,535,8,1
海丰县联安镇,5208,14938,2548,17,90,14,
海丰县陶河镇,6410,9976,1531,5,1024,1,1
海丰县赤坑镇,10313,35557,6721,175,2996,163,2
海丰县大湖镇,3185,2944,1812,31,521,,
海丰县可塘镇,7450,45817,21525,3196,31635,914,6
海丰县黄羌镇,14263,22813,4623,98,606,4,
海丰县平东镇,13322,16550,6654,108,850,23,
海丰县海城镇,23160,158541,158541,4420,26652,105,1
海丰县鹅埠镇,9018,17572,1,,,,
海丰县赤石镇,30682,23896,4600,69,1561,58,
海丰县公平镇,15414,85240,85240,88,30966,54,24
海丰县附城镇,6971,114028,95341,378,6879,43,7
海丰县城东镇,7856,84520,21587,355,5547,36,6
陆河县河田镇,8354,127242,46345,568,30838,204,
陆河县水唇镇,12162,36850,3210,42,1260,32,3
陆河县河口镇,15998,44675,9500,60,3000,8,4
陆河县新田镇,17452,33302,10661,90,600,30,1
陆河县上护镇,11114,23566,4108,40,560,17,3
陆河县螺溪镇,14453,29314,5000,95,1040,14,
陆河县东坑镇,7800,13916,1655,6,80,,
陆河县南万镇,11119,3043,2170,19,97,16,
陆丰市甲子镇,1470,112572,111952,4319,27909,251,24
陆丰市碣石镇,12000,201512,103540,589,6897,531,19
陆丰市湖东镇,5959,73261,30004,13,65,3,3
陆丰市大安镇,9350,30751,9278,49,890,,
陆丰市博美镇,5859,51728,20368,20,173,1,
陆丰市内湖镇,4200,32851,32851,46,253,,
陆丰市南塘镇,14151,117200,29120,146,8244,49,1
陆丰市陂洋镇,15900,37600,13980,43,222,1,1
陆丰市八万镇,11879,31164,2612,25,610,25,
陆丰市金厢镇,5774,35849,,34,170,15,1
陆丰市潭西镇,7348,53415,6980,16,264,11,
陆丰市甲东镇,7500,72285,4987,21,715,17,4
陆丰市河东镇,5925,32499,9301,51,8155,44,2
陆丰市上英镇,5060,23198,,16,108,3,
陆丰市桥冲镇,6600,46801,,9,54,,
陆丰市甲西镇,9620,106584,9207,11,73,,
陆丰市西南镇,8086,24465,24465,2,21,,
源城区源南镇,11860,53452,4452,22,1685,14,14
源城区埔前镇,16200,90369,90369,51,31220,45,17
紫金县紫城镇,38480,174112,100683,422,7287,58,13
紫金县龙窝镇,42200,76604,2168,96,2843,21,1
紫金县九和镇,25497,25653,1347,24,210,1,1
紫金县上义镇,17820,21280,2920,46,805,22,
紫金县蓝塘镇,30190,81353,7688,213,1066,18,2
紫金县凤安镇,13000,20163,2060,84,431,5,1
紫金县义容镇,35622,50768,5346,115,1391,31,5
紫金县古竹镇,27810,67750,25716,81,7820,25,4
紫金县临江镇,13500,41402,2373,95,6833,90,21
紫金县柏埔镇,13498,28568,2850,19,254,6,3
紫金县黄塘镇,22631,32309,350,14,84,14,
紫金县敬梓镇,11030,23308,700,20,260,,
紫金县水墩镇,11484,18010,839,12,248,,
紫金县南岭镇,10020,13199,484,10,250,,
紫金县苏区镇,12500,17212,1804,26,236,,
紫金县瓦溪镇,23000,26691,951,100,550,18,
紫金县好义镇,8672,13145,1195,68,1456,3,1
紫金县中坝镇,17633,42060,2398,66,429,5,
龙川县老隆镇,10756,219708,177293,1016,7834,81,5
龙川县义都镇,10640,21742,1873,18,93,13,
龙川县佗城镇,16513,43256,5288,89,7839,89,16
龙川县鹤市镇,5200,17280,4635,33,550,15,2
龙川县黄布镇,5614,11010,1050,14,940,8,
龙川县紫市镇,10974,14064,512,20,137,11,
龙川县通衢镇,10070,20820,1080,14,118,10,1
龙川县登云镇,7038,16186,1120,10,5629,3,
龙川县丰稔镇,13512,21148,1460,56,850,,
龙川县四都镇,8057,9492,439,5,35,2,
龙川县铁场镇,19667,37244,1630,13,104,3,
龙川县龙母镇,15100,26287,2107,18,1651,9,
龙川县田心镇,8860,24318,1176,275,1375,,
龙川县黎咀镇,13701,11496,1617,15,76,11,2
龙川县黄石镇,10954,6201,310,6,118,3,1
龙川县赤光镇,14173,31056,9789,19,312,13,2
龙川县回龙镇,8350,18068,2060,4,390,2,
龙川县新田镇,6433,17675,568,,,,
龙川县车田镇,31200,51021,4600,69,509,14,
龙川县岩镇镇,12164,11798,389,1,28,1,
龙川县麻布岗镇,18000,42306,4120,30,136,13,
龙川县贝岭镇,10499,13756,753,4,22,,
龙川县细坳镇,15245,14119,930,15,351,15,
龙川县上坪镇,20815,24780,24780,11,155,10,
连平县元善镇,28532,83886,,62,312,25,8
连平县上坪镇,30093,30154,3265,88,2564,16,1
连平县内莞镇,23081,13005,1956,11,1010,5,
连平县陂头镇,36432,23048,1441,26,650,6,1
连平县溪山镇,11099,12975,249,32,192,30,
连平县隆街镇,24064,33216,3450,96,864,13,6
连平县田源镇,12978,9018,901,18,95,17,
连平县油溪镇,28356,28233,8230,20,210,7,2
连平县忠信镇,8768,66741,33289,268,3181,30,14
连平县高莞镇,6250,19860,836,3,22,,
连平县大湖镇,6423,17807,1587,6,183,2,1
连平县三角镇,4460,17707,390,31,1800,23,23
连平县绣缎镇,6206,12241,2688,8,232,4,3
和平县阳明镇,18838,127701,86711,1309,20715,803,58
和平县大坝镇,17537,28819,1618,199,1035,156,10
和平县长塘镇,16918,11090,1680,23,115,3,
和平县下车镇,13499,13461,1797,108,543,27,
和平县上陵镇,14465,17591,1256,20,263,7,1
和平县优胜镇,11731,10080,597,4,23,2,
和平县贝墩镇,13235,18152,1031,33,162,15,2
和平县古寨镇,6428,8774,1052,8,172,2,1
和平县彭寨镇,20744,42502,7428,53,1563,27,3
和平县合水镇,12430,22097,583,241,1835,11,1
和平县公白镇,6377,11073,576,30,200,2,
和平县青州镇,10109,9239,850,77,385,49,
和平县浰源镇,13211,13821,509,16,120,3,1
和平县热水镇,14713,14608,1733,28,310,9,
和平县东水镇,15621,22265,2674,35,1322,14,3
和平县礼士镇,7015,13926,3214,60,725,44,
和平县林寨镇,9284,18031,1797,31,402,19,
东源县仙塘镇,16262,57551,27142,153,18233,54,27
东源县灯塔镇,20500,42788,18086,170,5080,21,7
东源县骆湖镇,9756,16148,16148,79,3000,23,5
东源县船塘镇,20843,66982,7654,99,8125,46,1
东源县顺天镇,11603,13934,13934,38,302,13,
东源县上莞镇,9748,21421,1270,58,704,40,3
东源县曾田镇,14910,11158,,17,85,,
东源县柳城镇,9856,18000,2200,65,760,50,13
东源县义合镇,17679,10637,4175,68,880,16,1
东源县蓝口镇,19600,28290,6500,57,2000,41,7
东源县黄田镇,24545,17473,1585,138,1650,25,1
东源县叶潭镇,16951,23105,3621,15,97,7,
东源县黄村镇,22000,33486,8665,445,1780,,
东源县康禾镇,23000,17520,1132,35,243,10,2
东源县锡场镇,42000,5380,657,14,72,6,
东源县新港镇,16375,10955,5692,25,500,3,
东源县双江镇,14550,4312,2412,26,135,,
东源县涧头镇,17410,8847,533,25,168,8,1
东源县新回龙镇,38986,3000,900,21,120,9,
东源县半江镇,24334,3026,308,15,70,10,
东源县漳溪乡,6824,12374,896,9,225,5,2
江城区埠场镇,7500,37684,37684,129,3741,119,3
江城区平冈镇,18014,90706,90706,96,44347,64,32
江城区闸坡镇,13259,79818,79818,592,8192,34,7
江城区双捷镇,6885,28042,2289,36,768,20,3
阳东区东城镇,4066,76546,45917,1694,35516,1527,83
阳东区北惯镇,11322,42482,17259,623,9190,345,65
阳东区那龙镇,15562,29427,5052,68,1086,46,4
阳东区东平镇,12895,45799,32392,216,8790,65,2
阳东区雅韶镇,6843,25531,2687,71,1311,52,7
阳东区大沟镇,10484,35137,3523,55,330,31,1
阳东区新洲镇,23752,43573,11913,160,1011,55,
阳东区合山镇,9006,45223,36073,220,7250,215,14
阳东区塘坪镇,15499,37792,2865,91,3635,35,
阳东区大八镇,30375,31905,10231,135,6121,130,
阳东区红丰镇,9454,42907,15163,143,1672,85,6
阳西县织篢镇,33325,126414,126414,230,10050,210,46
阳西县程村镇,19676,56552,,19,3050,18,2
阳西县塘口镇,19396,24599,8464,44,250,27,
阳西县上洋镇,17160,64583,4770,2,96,,
阳西县溪头镇,21047,76179,16305,144,972,25,5
阳西县沙扒镇,2861,28375,15320,135,1456,20,2
阳西县儒洞镇,12875,45948,24629,36,3489,34,6
阳西县新圩镇,18100,29914,4606,76,3689,22,2
阳春市河朗镇,20000,41164,5268,34,1243,11,2
阳春市松柏镇,17600,41469,13175,133,1533,33,2
阳春市石望镇,11000,28306,2000,21,486,8,1
阳春市春湾镇,34240,86011,28079,282,2108,63,2
阳春市合水镇,24000,58268,58268,152,1052,123,2
阳春市陂面镇,12300,46701,4599,26,1635,26,4
阳春市圭岗镇,38634,22937,2462,59,219,45,2
阳春市永宁镇,36200,27947,1924,66,458,65,1
阳春市马水镇,14990,35398,5716,68,2065,68,13
阳春市岗美镇,19420,48009,3124,54,1643,32,6
阳春市河口镇,21000,25696,2680,36,687,33,3
阳春市潭水镇,22800,72939,10429,140,4000,40,15
阳春市三甲镇,30820,52147,17911,112,2912,54,2
阳春市双窖镇,27920,39646,3145,79,1021,18,
阳春市八甲镇,41900,58135,8248,83,5058,42,2
清城区源潭镇,23110,101538,36762,161,27033,29,29
清城区龙塘镇,13906,91313,12763,538,46020,109,109
清城区石角镇,17797,93294,18736,272,27425,57,57
清城区飞来峡镇,37149,56683,12314,98,2887,5,5
清新区太和镇,8608,245143,213880,158,37407,43,43
清新区太平镇,21342,75135,21824,47,13928,37,37
清新区山塘镇,8693,51366,2171,14,2647,10,10
清新区三坑镇,11212,43546,5012,7,560,3,3
清新区龙颈镇,55338,80674,5126,13,3583,8,8
清新区禾云镇,43362,83797,12113,15,6526,12,12
清新区浸潭镇,46400,77881,3081,6,1118,4,4
清新区石潭镇,29930,70236,14598,4,1307,4,4
佛冈县石角镇,37439,129554,52845,353,39232,35,35
佛冈县水头镇,14621,24740,966,11,218,4,1
佛冈县汤塘镇,22937,70680,2064,85,8364,52,23
佛冈县龙山镇,16047,45899,1661,178,7384,72,20
佛冈县高岗镇,20074,24614,780,8,1720,7,5
佛冈县迳头镇,18504,29942,1039,11,3200,11,11
阳山县青莲镇,21298,25753,7101,43,926,1,1
阳山县江英镇,30305,22729,3118,34,632,1,1
阳山县杜步镇,15773,17704,3662,49,1017,3,3
阳山县七拱镇,31323,41360,11617,137,1853,3,3
阳山县太平镇,25997,35679,5275,68,1035,1,1
阳山县杨梅镇,17689,4387,1324,21,170,,
阳山县大崀镇,9601,10785,1160,53,738,1,1
阳山县小江镇,22692,20687,3619,51,662,2,2
阳山县岭背镇,22976,20904,3012,39,581,,
阳山县黄坌镇,15662,9896,1691,30,266,,
阳山县黎埠镇,26917,40945,9907,139,1817,1,1
阳山县阳城镇,29974,125461,93786,1248,17126,5,5
阳山县秤架瑶族乡,56673,12100,5379,86,1236,1,1
连山壮族瑶族自治县永和镇,19726,22896,3025,30,275,,
连山壮族瑶族自治县吉田镇,17340,25819,12979,343,4606,2,2
连山壮族瑶族自治县太保镇,14787,13204,2983,55,279,,
连山壮族瑶族自治县禾洞镇,12804,7723,786,32,167,,
连山壮族瑶族自治县福堂镇,18937,16577,2541,46,338,,
连山壮族瑶族自治县小三江镇,28074,14472,4241,115,581,1,1
连山壮族瑶族自治县上帅镇,10214,4022,510,,,,
连南瑶族自治县三江镇,21887,43768,24769,612,12302,7,7
连南瑶族自治县大麦山镇,14348,17421,1988,73,525,39,
连南瑶族自治县寨岗镇,33041,52005,13208,540,5506,98,6
连南瑶族自治县三排镇,14957,25818,3451,10,116,5,
连南瑶族自治县涡水镇,13198,8232,1589,,,,
连南瑶族自治县大坪镇,9894,10536,1476,11,55,11,
连南瑶族自治县香坪镇,16766,11813,2476,,,,
英德市沙口镇,32227,36741,7118,21,849,5,5
英德市望埠镇,20730,50134,10431,234,3661,9,9
英德市横石水镇,11847,31375,2525,68,420,,
英德市桥头镇,14555,35423,2699,17,1196,3,3
英德市青塘镇,12151,30342,4158,67,743,1,1
英德市白沙镇,16280,32384,2414,83,508,2,2
英德市大站镇,24597,36203,11235,66,1347,4,4
英德市西牛镇,24522,41001,9932,3,430,2,2
英德市九龙镇,23561,40406,7698,32,167,4,4
英德市含光镇,23594,60120,23247,142,1446,1,1
英德市大湾镇,38195,68092,16121,1,86,1,1
英德市石灰铺镇,22695,31812,8724,126,2183,1,1
英德市石牯塘镇,33255,30587,2749,46,306,1,1
英德市下太镇,17409,11266,2965,36,229,1,1
英德市波罗镇,17295,7999,541,23,126,,
英德市横石塘镇,20183,23110,3276,63,611,2,
英德市大洞镇,18479,13183,1093,,,,
英德市连江口镇,38040,36765,13620,30,450,1,1
英德市黎溪镇,28499,33578,16791,97,9584,2,2
英德市水边镇,10514,11530,5961,9,49,7,
英德市英红镇,21875,32132,5992,383,3342,15,15
英德市东华镇,55869,102795,2620,414,41692,42,42
英德市黄花镇,20547,38400,7411,53,405,,
连州市连州镇,17565,145636,111561,933,9740,11,11
连州市星子镇,47161,41402,18054,55,617,1,1
连州市大路边镇,22335,42244,6661,32,342,3,3
连州市龙坪镇,30327,30918,4892,169,851,4,4
连州市西岸镇,21103,47222,3500,110,2430,22,
连州市保安镇,18110,35952,7753,41,600,5,5
连州市丰阳镇,17043,17333,6900,75,426,22,
连州市东陂镇,10855,23992,5210,36,432,,
连州市九陂镇,16267,29437,2030,70,380,4,4
连州市西江镇,18533,12337,2347,103,813,49,5
连州市瑶安瑶族乡,22040,12548,,30,160,,
连州市三水瑶族乡,13721,3462,,17,106,17,
东莞市石碣镇,3621,241500,241500,3004,151360,2362,154
东莞市石龙镇,1383,143600,143600,3064,73685,1059,50
东莞市茶山镇,4540,159100,159100,2816,34256,1985,183
东莞市石排镇,4872,157700,157700,6195,85123,3620,142
东莞市企石镇,5821,122200,122200,4281,95671,2348,132
东莞市横沥镇,4476,205200,205200,6402,163928,3596,163
东莞市桥头镇,5600,165800,165800,5150,92848,2913,201
东莞市谢岗镇,9104,98100,98100,3193,44787,1645,125
东莞市东坑镇,2380,134500,134500,4509,98629,2382,127
东莞市常平镇,10330,389500,389500,19917,273557,1746,265
东莞市寮步镇,7138,413600,413600,18852,311435,10360,300
东莞市樟木头镇,11878,133806,133806,11036,64298,3328,94
东莞市大朗镇,9750,315800,315800,15613,198536,6730,352
东莞市黄江镇,9286,229900,229900,10376,83008,2603,154
东莞市清溪镇,14000,310700,310700,10885,219097,2915,310
东莞市塘厦镇,12820,493100,493100,7453,203127,4533,354
东莞市凤岗镇,8243,320122,320122,12437,193005,6851,256
东莞市大岭山镇,9553,279500,279050,15065,175800,2660,335
东莞市长安镇,8153,663822,663345,33550,383736,2371,597
东莞市虎门镇,17850,639400,639400,33105,385672,12720,359
东莞市厚街镇,12570,438515,438515,18970,126749,6395,331
东莞市沙田镇,11154,179900,179900,5263,78939,2116,129
东莞市道滘镇,5425,142500,142500,4521,48575,1373,134
东莞市洪梅镇,3320,58600,58600,1074,28833,166,51
东莞市麻涌镇,9111,120900,120900,2548,53833,845,99
东莞市望牛墩镇,3159,86200,86200,1653,50722,671,95
东莞市中堂镇,6000,140800,140800,4708,51785,2753,132
东莞市高埗镇,3460,215300,215300,4689,106077,1810,148
中山市小榄镇,7540,328867,328867,15426,260775,8880,350
中山市黄圃镇,8835,149664,124380,4951,104421,2894,182
中山市民众镇,11887,112129,40316,1702,30678,646,102
中山市东凤镇,5624,129427,129427,7038,74355,4631,200
中山市东升镇,7582,126551,54565,8655,75584,5152,197
中山市古镇镇,5222,153813,153813,8103,41325,3769,88
中山市沙溪镇,5500,125862,125862,6504,56304,1839,99
中山市坦洲镇,13000,226405,136591,6688,110095,1473,187
中山市港口镇,7127,121149,121149,3716,80118,1311,102
中山市三角镇,7013,123900,20499,2037,55640,823,129
中山市横栏镇,7570,107702,107702,8244,84189,6066,113
中山市南头镇,2800,134267,134267,4545,59085,1760,203
中山市阜沙镇,3710,59593,30705,962,29151,510,101
中山市南朗镇,21886,110039,110039,2601,64326,783,155
中山市三乡镇,9368,204411,204411,7346,112308,3180,143
中山市板芙镇,7970,85400,85400,1325,51109,628,98
中山市大涌镇,4066,74986,74986,1549,21346,707,69
中山市神湾镇,6093,32184,7738,791,16500,444,60
湘桥区意溪镇,7200,44879,39715,180,3987,120,8
湘桥区磷溪镇,7640,79263,23571,243,3274,155,7
湘桥区铁铺镇,6680,38723,12697,215,3673,52,11
湘桥区官塘镇,3109,31512,4771,110,1650,31,7
潮安区古巷镇,6112,88454,44156,750,26870,520,71
潮安区登塘镇,15732,38037,14335,212,8480,194,13
潮安区凤塘镇,3858,93264,16650,850,21650,670,53
潮安区浮洋镇,3884,100209,18626,728,5958,552,46
潮安区龙湖镇,2082,60486,14923,436,19224,311,20
潮安区金石镇,2246,71260,2623,525,2832,315,15
潮安区沙溪镇,3487,59021,27426,219,2247,122,11
潮安区彩塘镇,4387,136170,20729,2062,32140,1824,94
潮安区东凤镇,3423,93309,19555,898,12009,629,36
潮安区庵埠镇,3041,153873,153873,1172,24527,1075,112
潮安区江东镇,3804,69502,22143,198,16782,192,20
潮安区归湖镇,12817,21536,3355,103,4562,32,1
潮安区文祠镇,7146,13621,1322,22,1593,17,2
潮安区凤凰镇,22706,37176,4099,63,325,5,
潮安区赤凤镇,8857,5473,680,47,243,3,
潮安区枫溪镇,2447,148917,148917,1886,63550,1063,132
饶平县黄冈镇,8860,213128,213128,741,59010,198,29
饶平县上饶镇,9946,46383,12695,48,3013,36,1
饶平县饶洋镇,8770,46670,12665,47,4539,34,8
饶平县新丰镇,11738,58370,13980,251,10500,146,14
饶平县建饶镇,7316,11446,1277,21,285,21,
饶平县三饶镇,15174,47996,27584,332,2855,122,18
饶平县新塘镇,7995,20358,6308,22,300,20,2
饶平县汤溪镇,8083,7507,1989,14,367,10,
饶平县浮滨镇,15902,25298,2216,53,1205,29,3
饶平县浮山镇,6972,22183,11530,63,642,15,2
饶平县东山镇,7446,15831,2648,22,236,9,
饶平县新圩镇,9328,26072,13668,10,191,10,1
饶平县樟溪镇,10817,16187,3295,12,730,12,1
饶平县钱东镇,12266,87224,50731,845,25023,153,20
饶平县高堂镇,2542,24556,21001,45,300,19,2
饶平县联饶镇,8210,28357,1911,72,1346,17,2
